User ID,,Tweet ID,Date,Exclude RT,Tweet,"1=postive, 2=N, 3=Negative, 0=unknown","EmotionCode (1= Anger/insult/dogmatic/judgemental2= fear/stressed out/depressed/sad/bummed out/embarrassed, 3= loving/kind/supportive/inspired/helpful/longing/hopeful, 4 = happy/joking/excited/turned on 5= Neutral,statement 0 = don't know/not relevant/sarcastic without enough info on emotion","Emotion Intensity (0=unknown/not relvant 1= no emotion, 2 = some emotion, 3= extremely intense)",1844,,,,,,,,,,
_nicolenaranjo,5,6.61E+17,11/3/15 5:33,RT,RT @getschooled: When your alarm goes off and you realize you didn't study for your test ðŸ˜± https://t.co/r7DnSj3zn0,,,,,,,,,,,,,,
_nicolenaranjo,5,6.61E+17,11/3/15 4:57,RT,RT @giizzzy: Can finally stop shaving my legs every other day â˜ºï¸,,,,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/6/15 19:46,I ,I know Beethoven's 5 Secrets.,2,5,1,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/6/15 19:46,Th,That is my jam.,2,5,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/6/15 10:18,Wh,Where was God when I needed him the most.,3,2,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/6/15 21:17,I ,I want tacos.,2,5,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/6/15 21:16,I ,I am so hungry.,3,2,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/7/15 20:25,Bo,Both of my roommates are gone ðŸ¤—,3,2,2,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/6/15 2:35,RT,RT @AcapellaVideos_: It's over she wins ðŸ˜­ðŸ˜­ðŸ˜­ðŸ”¥ðŸ”¥ðŸ”¥ https://t.co/pfO5B5M4fs,,,,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/6/15 2:34,RT,RT @SexualGif: when you giving head and you hear him curse https://t.co/iHF1uUHksu,,,,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/6/15 2:32,RT,RT @SuperheroFeed: Chris Pratt for ya. https://t.co/ECO2cT384K,,,,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/7/15 20:26,La,Last night was super funðŸ¤—,1,4,3,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/5/15 20:31,RT,"RT @ravenoxoxo: Direct deposit, clear skin, a nigga that won't lie to you, a 4.0 GPA, a fat ass w a flat stomach, bomb eyebrows https://t.câ€¦",,,,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/7/15 20:26,I',I'm so lonely ðŸ¤—,3,2,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/8/15 4:35,Ha,Happy hoes ain't hatin' and hatin' hoes ain't happy,0,0,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/8/15 11:41,Gn,Gn.,0,0,0,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/4/15 8:19,RT,RT @jasonhibono: Work hard until you no longer have to introduce yourself,,,,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/7/15 22:29,I',I'm in my room...all alone,3,2,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/8/15 11:41,I ,I have done nothing.,3,2,2,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/8/15 22:52,So,"Some days I feel so blessed, other days I just feel so depressed.",0,0,0,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/8/15 22:56,I ,I am a lazy susan.,0,0,0,,,,,,,,,,,
5seconds0fnikki,5,6.61E+17,11/2/15 4:31,I',I'm probably going to the @ATC_BAND concert thursday and I am very excited,1,4,3,,,,,,,,,,,
5seconds0fnikki,5,6.61E+17,11/2/15 4:38,If,If anyone is going to the against the current concert in la Thursday and wants to be friends that'd be great cuz rn I'm going alone,2,5,2,,,,,,,,,,,
5seconds0fnikki,5,6.62E+17,11/3/15 18:36,MY,MY FRIEND IS LETTING ME DRAG HER ALONG TO THE @ATC_BAND CONCERT FUCK YEAH,1,4,3,,,,,,,,,,,
5seconds0fnikki,5,6.62E+17,11/4/15 5:12,Us,"Use my invite code, ashleyf3803ue, and get a free ride up to $15. Redeem it at https://t.co/OhnR7RNE6E",2,5,1,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/4/15 0:22,RT,"RT @RafaKnows: I just want to go to bed, wrap myself in blankets, and watch a movie.",,,,,,,,,,,,,,
rickyterriquez,5,6.62E+17,11/3/15 23:48,RT,RT @Roy_Thomas_: When you Britney Spears af https://t.co/ZXEkjqvX5T,,,,,,,,,,,,,,
5seconds0fnikki,5,6.62E+17,11/4/15 5:14,Do,Download @Lyft for the most affordable ride at the tap of a button. Use my invite code for $20 off a Lyft ride!  https://t.co/NODisAA6kj,2,5,1,,,,,,,,,,,
5seconds0fnikki,5,6.62E+17,11/4/15 23:28,Ca,Can this please happen again tomorrow?!? ðŸ™ðŸ¼ðŸ’•ðŸ˜ https://t.co/nbORPm8G0L,0,0,2,,,,,,,,,,,
rickyterriquez,5,6.61E+17,11/3/15 9:06,RT,RT @Vajaysica: Yes flannels and beanies and socks and rain and dick and hot chocolate and heated blankets,,,,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/6/15 8:21,I ,I got to meet one of my favorite people again ðŸ˜ðŸ’• @ The Roxy Theatre https://t.co/6VnXsfVBDx,1,4,2,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/6/15 9:46,Th,Then and Now. Thank you so much @ChrissyCostanza for meeting me. I'm so glad I've been able to meet you ðŸ˜ðŸ’• https://t.co/CcAz77mh1N,1,3,2,,,,,,,,,,,
rickyterriquez,5,6.61E+17,11/3/15 3:56,RT,RT @JXSHXV: Surround yourself with positive peopleâœ¨,,,,,,,,,,,,,,
_nicolenaranjo,5,6.63E+17,11/8/15 20:32,I ,I just need some motivation.,3,2,2,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 21:51,ðŸ,ðŸ“· Against the Current Gravity World Tour with Jule Vera and and Vinyl Theatre // November 5 // The Roxy... https://t.co/cbiUTFARUf,2,5,2,,,,,,,,,,,
aileensan_,5,6.63E+17,11/7/15 1:09,I ,I can finally take pictures!!!!,1,4,2,,,,,,,,,,,
allisonjae_,5,6.61E+17,11/2/15 0:40,Br,Brody Jenner is on my plane LOL,1,4,2,,,,,,,,,,,
5seconds0fnikki,5,6.63E+17,11/8/15 18:03,@M,@Michael5SOS STOP HURTING YOURSELF,3,2,2,,,,,,,,,,,
allisonjae_,5,6.61E+17,11/2/15 3:46,@s,@spenserbp @DrakeBell @PortableShua @Brent_VanBro holy shit ur famous spenser,1,4,2,,,,,,,,,,,
allisonjae_,5,6.61E+17,11/2/15 3:50,@X,@XHRIZTIVN GO SPURS GO,1,4,2,,,,,,,,,,,
allisonjae_,5,6.61E+17,11/2/15 1:55,Mi,Midterm for chem. 100 pages of reading and a quiz and an essay due for Mythology. 25 problems for Calc. heLP ME ðŸ’†ðŸ»,3,2,2,,,,,,,,,,,
allisonjae_,5,6.61E+17,11/2/15 3:53,I',I'm very sick and very tired and I wish I stayed home,3,2,2,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/3/15 20:29,@d,@deannantiao i need medicine not love,2,5,1,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/4/15 1:14,@j,@jlenonjr_ why,2,5,1,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/4/15 4:35,ðŸ,ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»Chem midterm tomorrow ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»ðŸ™…ðŸ»,2,5,1,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/4/15 8:50,ha,"hardcore studying was never the life for me, but now i know i need to make it the life for me",2,5,1,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/4/15 9:28,@e,@ethanbrimhall you look like the godfather but without the mob power,2,5,1,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/4/15 9:31,@d,"@dydeex come to UCLA, I'll swipe you into one of our nationally ranked dining halls :-)",1,4,2,,,,,,,,,,,
lauraa_x16,5,6.62E+17,11/3/15 22:17,RT,RT @AdamSerwer: this heart thing is unfair to those of us who are dead inside,,,,,,,,,,,,,,
lauraa_x16,5,6.62E+17,11/3/15 16:22,RT,RT @pakalupapito: i embarrass myself in front of myself,,,,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/3/15 20:27,@d,@deannantiao shut up,3,1,2,,,,,,,,,,,
lauraa_x16,5,6.61E+17,11/3/15 0:11,RT,RT @thanongsang: Every time I use a massage chair I feel like it's secretly plotting to kill me,,,,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/5/15 23:26,@a,@allisonjae_ @Tony_the_Gnomey i tried but this is all siri could do,2,5,1,,,,,,,,,,,
daisiessyrup,5,6.62E+17,11/4/15 9:18,RT,RT @Acapellavids: how destiny's child broke up ðŸ˜‚ðŸ˜‚ https://t.co/8N8CyDbJGP,,,,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/5/15 23:26,At,At Tony hi Tony,2,5,1,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/6/15 4:05,@G,@Gangozone my church is going too! HAVE FUN,1,4,3,,,,,,,,,,,
daisiessyrup,5,6.61E+17,11/3/15 6:09,RT,RT @Acapellavids: IM CRYING AND HANGING ON FOR LIFE LMFAO  https://t.co/8aYj2X1cGO,,,,,,,,,,,,,,
allisonjae_,5,6.62E+17,11/5/15 8:40,I ,I cannot BREATHE,3,2,2,,,,,,,,,,,
Shea_bertolucci,5,6.63E+17,11/7/15 2:40,RT,RT @KatyPhillips8: I spy city lights ðŸ˜ðŸ˜,,,,,,,,,,,,,,
Shea_bertolucci,5,6.63E+17,11/6/15 22:14,RT,"RT @kyydiaz: rumor or not, you'd be lyin if you said that getting a pink straw from Dutch Bros didn't give you slight satisfaction",,,,,,,,,,,,,,
Shea_bertolucci,5,6.63E+17,11/6/15 22:09,RT,RT @itsHIMYMquotes: Homework Homewor  Homewo  Homew  Home Hom Ho H HI HIM HIMY HIMYM,,,,,,,,,,,,,,
Shea_bertolucci,5,6.63E+17,11/6/15 19:15,RT,RT @lunalindsey: What ever happened to accountability only applying to the individual and not to children or parents? It's an Article of Faâ€¦,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/6/15 4:49,RT,RT @DRAGONBLADE69: 2010 was a simpler time https://t.co/0QTcGCPAkg,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/6/15 4:49,RT,"RT @Iadybonerss: Criminal Minds, I advise all of you to watch it because... https://t.co/hGAuzUxwk5",,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/5/15 18:50,RT,RT @CommonWhiteGirI: When it's only 60 degrees but you live in California so you like this https://t.co/jitUHU1uKC,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/4/15 21:53,RT,RT @deray: and then there's Trump. https://t.co/ZmTTrBZp0a,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/4/15 4:46,RT,RT @HilaryCox2: Candles make me so happy,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/4/15 0:06,RT,RT @tjholmes_RS: [BLOG] West Valley firmly atop D4 in latest volleyball playoff points release https://t.co/TPD5SvHFU9 #norcalscores https:â€¦,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/4/15 0:06,RT,RT @WorldStarFunny: IF THIS DOESNT MAKE TOU HAPPY IDK WHAT WILL https://t.co/rJqs13YoPS,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/3/15 23:48,RT,RT @HacksForGirls: I can't with this mirror ðŸ˜‚ðŸ˜­ http://t.co/InEfzZU0fD,,,,,,,,,,,,,,
Shea_bertolucci,5,6.62E+17,11/3/15 23:21,RT,RT @itsHIMYMquotes: THE GREATEST HALLOWEEN COSTUME OF ALL TIME https://t.co/NWTYGOGuuJ,,,,,,,,,,,,,,
allisonjae_,5,6.63E+17,11/7/15 0:39,@I,@Idalis_Dee what about me,2,5,1,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/3/15 6:10,RT,RT @alyssabanwarth: I'll never be able to comprehend why the worst things happen to the best people.,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/3/15 4:52,RT,RT @hannahbrench: In case you missed the memo https://t.co/yXDOjpc2OU,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/3/15 3:45,RT,RT @Kayyylluhhh: Life's so crazy.,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/2/15 21:54,RT,RT @JBJunior32: https://t.co/xqZvD3FSTB,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/2/15 19:06,RT,RT @TheFunnyVine: Now that Halloween is over https://t.co/rg5u35yTXW,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/2/15 5:21,RT,RT @ItsFoodPorn: these are the kind of people you can't trust https://t.co/vWSt1jsNvG,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/2/15 5:17,RT,RT @KatyPhillips8: Mistakes are made so we can learn from them. But the only thing I'm learning is that I miss you.,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/2/15 5:17,RT,RT @sierrabrenner2: Live in the moment because you can never get that moment back.,,,,,,,,,,,,,,
Shea_bertolucci,5,6.61E+17,11/2/15 0:22,RT,RT @MarinMcGhee: Same thing https://t.co/KrK0f7CtGs,,,,,,,,,,,,,,
allisonjae_,5,6.63E+17,11/7/15 3:14,Bo,Bought cute Christmas gifts at Brandy for my cute friends :-),1,3,2,,,,,,,,,,,
rgiiipa,5,6.63E+17,11/6/15 20:15,RT,"RT @Fit_Motivator: Less sugar, more fruit. Less meat, more veggies. Less soda, more water. Less worry, more sleep. LESS WORDS, MORE ACTION.",,,,,,,,,,,,,,
rgiiipa,5,6.63E+17,11/6/15 20:12,RT,RT @FlTNESS: The golden rule. https://t.co/kmJsVHs56n,,,,,,,,,,,,,,
allisonjae_,5,6.63E+17,11/7/15 3:15,@e,@ethanbrimhall a pink bra,2,5,1,,,,,,,,,,,
rgiiipa,5,6.62E+17,11/4/15 23:11,RT,RT @Fit_Motivator: All dreams come true if we have the courage to pursue them.,,,,,,,,,,,,,,
